lic bed size,DAY_TOT,adj pat days,DIS_TOT,DSH hosp,FAC_NO,FAC_NAME
50-99,21784.0,77131.0435615068,110.0,DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,1093.0,6741.554646413156,339.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,5199.0,22264.478991333708,88.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
50-99,7633.0,21691.19363431147,2186.0,DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
100-149,39212.0,117943.624004541,2388.0,DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,6237.0,59100.2414574455,219.0,DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,7819.0,34781.8515576303,261.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
200-299,66983.0,121331.410358232,13636.0,DSH,106361343.0,PROVDENCE ST. MARY MEDICAL CENTER
100-149,16019.0,28611.3914302824,5019.0,DSH,106361370.0,VICTOR VALLEY GLOBAL MEDICAL CENTER
1-49,657.0,5262.29170252852,280.0,DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
150-199,39575.0,84750.1726449679,2394.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,6893.0,20926.5048242239,1741.0,DSH,106364430.0,BARSTOW COMMUNITY HOSPITAL
100-149,18762.0,36591.537744938745,4088.0,Non-DSH,106400548.0,TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL
150-199,41471.0,120316.85908106,2533.0,Non-DSH,106420491.0,LOMPOC VALLEY MEDICAL CENTER
1-49,529.0,6767.411152661952,194.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
100-149,30424.0,65151.985676585005,345.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,2487.0,11367.2408977756,784.0,DSH,106470871.0,MERCY MEDICAL CENTER - MT. SHASTA
1-49,4344.0,19928.3361575809,1275.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
1-49,9030.0,34155.9439043544,643.0,Non-DSH,106490964.0,HEALDSBURG HOSPITAL
1-49,10898.0,10898.0,405.0,Non-DSH,106491338.0,SONOMA SPECIALTY HOSPITAL
150-199,28381.0,112333.520391319,731.0,Non-DSH,106500967.0,OAK VALLEY HOSPITAL DISTRICT
50-99,9661.0,31444.9282405792,2889.0,DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
1-49,6277.0,18333.9713087855,249.0,Non-DSH,106531059.0,TRINITY HOSPITAL
150-199,33226.0,114930.542374009,5612.0,Non-DSH,106554011.0,ADVENTIST HEALTH SONORA - GREENLEY
100-149,28726.0,45699.7053508842,565.0,DSH,106560501.0,COMMUNITY MEMORIAL HOSPITAL - OJAI
1-49,5773.0,9546.824342350323,1268.0,Non-DSH,106540680.0,ALTA HOSPITAL DISTRICT
1-49,2797.0,4310.705302635358,87.0,Non-DSH,106190045.0,AVALON MUNICIPAL HOSPITAL & CLINIC
50-99,10840.0,16905.97066396323,3053.0,DSH,106361105.0,BARSTOW COMMUNITY HOSPITAL
100-149,27819.0,48079.43221843925,6305.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,7988.0,18970.147038441584,490.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,3790.0,8853.530983089364,1010.0,Non-DSH,106040802.0,BIGGS-GRIDLEY MEMORIAL HOSPITAL
1-49,5789.0,11727.591516890898,189.0,DSH,106200692.0,CHOWCHILLA DISTRICT MEMORIAL HOSPITAL
50-99,18342.0,28223.61578582963,993.0,Non-DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
50-99,8642.0,11957.437125027061,2040.0,Non-DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,4310.0,8463.139517803655,978.0,Non-DSH,106060870.0,COLUSA COMMUNITY HOSPITAL
1-49,3816.0,6616.207891466628,851.0,Non-DSH,106160702.0,CORCORAN DISTRICT HOSPITAL
1-49,9649.0,17567.1139308632,59.0,Non-DSH,106240853.0,DOS PALOS MEMORIAL HOSPITAL
1-49,7401.0,17873.763351124646,561.0,DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,5004.0,12169.328300757186,1576.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
100-149,34842.0,59611.667985580934,2402.0,Non-DSH,106370705.0,FALLBROOK HOSPITAL DISTRICT
1-49,3190.0,6681.04899332709,935.0,Non-DSH,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL
1-49,8079.0,26535.351886396966,1338.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,667.0,3655.2475774219124,283.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
50-99,14168.0,37292.14764124945,3341.0,Non-DSH,106160725.0,HANFORD COMMUNITY HOSPITAL
100-149,25183.0,48819.57680620444,2254.0,Non-DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,9391.0,19150.310665371973,2103.0,Non-DSH,106490964.0,HEALDSBURG GENERAL HOSPITAL
150-199,46468.0,65642.47476948988,2624.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,7916.0,12954.243162302271,311.0,Non-DSH,106320874.0,INDIAN VALLEY HOSPITAL
50-99,20330.0,28889.966785738237,6939.0,Non-DSH,106334001.0,INLAND VALLEY REGIONAL MEDICAL CENTER
1-49,3574.0,8916.739851471328,274.0,DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,6774.0,17644.577171027468,360.0,Non-DSH,106220733.0,JOHN C FREMONT HEALTHCARE DISTRICT
100-149,32817.0,48662.02288567745,1524.0,DSH,106150737.0,KERN VALLEY HEALTHCARE DISTRICT
1-49,6149.0,10206.246740162738,482.0,DSH,106100745.0,KINGSBURG MEDICAL HOSPITAL
50-99,11200.0,24494.620781748396,1602.0,Non-DSH,106180919.0,LASSEN COMMUNITY HOSPITAL
100-149,20277.0,26434.398841521393,1841.0,DSH,106540746.0,LINDSAY DISTRICT HOSPITAL
150-199,47063.0,94020.8154531028,2705.0,Non-DSH,106420491.0,LOMPOC HEALTHCARE DISTRICT
1-49,852.0,2683.71407104098,334.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,5299.0,10436.294336552646,1432.0,Non-DSH,106050932.0,MARK TWAIN ST. JOSEPH'S HOSPITAL
100-149,20324.0,39486.34351388253,5309.0,Non-DSH,106090933.0,MARSHALL HOSPITAL
100-149,31932.0,48787.438715817574,793.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
50-99,18702.0,22863.096581821963,46.0,Non-DSH,106540755.0,MEMORIAL HOSPITAL AT EXETER
1-49,6166.0,11519.999442467955,1629.0,Non-DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
50-99,8454.0,17659.630863135157,1916.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL
50-99,15638.0,27590.786928650294,1666.0,Non-DSH,106470871.0,MERCY HOSPITAL OF MT. SHASTA
50-99,21198.0,33008.12375921042,331.0,DSH,106150830.0,MERCY WESTSIDE HOSPITAL
50-99,19367.0,37601.51326561602,369.0,DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8004.0,15428.300500576326,825.0,Non-DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,3705.0,7241.7196461100375,1223.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
100-149,47518.0,87082.93683422847,3147.0,Non-DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
100-149,27527.0,47134.78624673849,1530.0,Non-DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
1-49,2704.0,6233.811668956818,894.0,Non-DSH,106491338.0,PALM DRIVE HOSPITAL
50-99,5498.0,9763.768214960852,1772.0,Non-DSH,106331288.0,PALO VERDE HOSPITAL
100-149,13900.0,24235.180997381085,4177.0,DSH,106130760.0,PIONEERS MEMORIAL HOSPITAL
1-49,1678.0,5184.616697577379,631.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,5665.0,13308.719343160516,1430.0,Non-DSH,106171049.0,REDBUD COMMUNITY HOSPITAL
50-99,7397.0,13615.13827167756,1939.0,Non-DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
50-99,8412.0,14120.308602816105,2535.0,Non-DSH,106150782.0,RIDGECREST COMMUNITY HOSPITAL
50-99,13627.0,18889.23549642667,2988.0,Non-DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,5150.0,8506.901489389396,851.0,DSH,106100791.0,SANGER GENERAL HOSPITAL
1-49,1344.0,4211.168542087246,391.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
50-99,7216.0,17130.45068681327,2137.0,Non-DSH,106100793.0,SELMA DISTRICT HOSPITAL
1-49,7128.0,16274.455612180127,417.0,DSH,106321016.0,SENECA HOSPITAL
100-149,40679.0,49230.91667806592,140.0,Non-DSH,106410828.0,SETON MEDICAL CENTER - COASTSIDE
1-49,4679.0,13486.63028061523,1567.0,Non-DSH,106100797.0,SIERRA KINGS DISTRICT HOSPITAL
100-149,27079.0,43931.4251283586,6527.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
1-49,11475.0,15950.684076971876,84.0,DSH,106461024.0,SIERRA VALLEY DISTRICT HOSPITAL
100-149,34396.0,74840.79261005062,3742.0,Non-DSH,106551034.0,SONORA COMMUNITY HOSPITAL
1-49,11592.0,20249.96653544346,163.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,11629.0,19621.59538841489,3255.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
150-199,42337.0,54315.28369928602,9357.0,Non-DSH,106361343.0,ST. MARY REGIONAL MEDICAL CENTER
1-49,8151.0,12111.161254444689,116.0,DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,17355.0,30420.99717570364,2819.0,Non-DSH,106030786.0,SUTTER AMADOR HOSPITAL
50-99,12084.0,23012.52435549468,2770.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
50-99,13027.0,24682.06082466168,2861.0,Non-DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,20030.0,37492.882567863,2103.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,6263.0,31109.21416809863,111.0,DSH,106150808.0,TEHACHAPI HOSPITAL
50-99,11426.0,18962.185206634986,825.0,DSH,106531059.0,TRINITY GENERAL HOSPITAL
50-99,21419.0,45049.167319224056,1878.0,DSH,106551061.0,TUOLUMNE GENERAL HOSPITAL
50-99,17649.0,25376.115867942222,4323.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
100-149,14563.0,26834.491887610693,4045.0,Non-DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER-HOSPITAL DR
100-149,28056.0,43231.07452119784,7297.0,DSH,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL
1-49,2150.0,5431.608914449104,82.0,Non-DSH,106190045.0,AVALON MUNICIPAL HOSPITAL & CLINIC
50-99,9772.0,17128.470747637817,3127.0,Non-DSH,106361105.0,BARSTOW COMMUNITY HOSPITAL
100-149,29288.0,55357.89150642731,3926.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,7396.0,29655.623668686705,224.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,8350.0,18318.39456083096,976.0,Non-DSH,106040802.0,BIGGS-GRIDLEY MEMORIAL HOSPITAL
1-49,0.0,0.0,0.0,Non-DSH,106100791.0,CENTRAL VALLEY ORTHOPEDIC & SPINE INST
1-49,8052.0,14624.811974128555,87.0,Non-DSH,106200692.0,CHOWCHILLA DISTRICT MEMORIAL HOSPITAL
50-99,15089.0,25321.128868061252,588.0,DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
1-49,9103.0,15487.544747031108,2358.0,Non-DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,4178.0,9602.997127603481,931.0,Non-DSH,106060870.0,COLUSA REGIONAL MEDICAL CENTER
1-49,4260.0,9120.650111665349,650.0,DSH,106160702.0,CORCORAN DISTRICT HOSPITAL
1-49,8747.0,12721.82187666806,28.0,Non-DSH,106240853.0,DOS PALOS MEMORIAL HOSPITAL
1-49,10924.0,26988.820927477525,552.0,Non-DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,5567.0,13348.211456378214,1955.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
100-149,31577.0,56107.18182392242,2897.0,Non-DSH,106370705.0,FALLBROOK HOSPITAL DISTRICT
1-49,3845.0,8981.628873797838,1024.0,Non-DSH,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL
50-99,17921.0,37611.37493432371,1933.0,Non-DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,289.0,3771.058663518642,112.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
50-99,18168.0,34620.58172436345,4049.0,Non-DSH,106160725.0,HANFORD COMMUNITY HOSPITAL
150-199,43023.0,81599.13664341695,2786.0,Non-DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,3414.0,11098.103110081704,710.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,49335.0,72938.10536895518,2986.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,8295.0,15990.820297440332,141.0,DSH,106320874.0,INDIAN VALLEY HOSPITAL
1-49,3238.0,10567.241574826665,112.0,DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,9946.0,27961.493931965164,469.0,DSH,106220733.0,JOHN C FREMONT HEALTHCARE DISTRICT
100-149,30427.0,45887.91063168361,1105.0,DSH,106150737.0,KERN VALLEY HEALTHCARE DISTRICT
1-49,8692.0,19111.03374772592,861.0,DSH,106100745.0,KINGSBURG MEDICAL HOSPITAL
50-99,1705.0,4438.166007400034,406.0,Non-DSH,106180919.0,LASSEN COMMUNITY HOSPITAL
150-199,45644.0,99744.65132397779,2576.0,DSH,106420491.0,LOMPOC HEALTHCARE DISTRICT
1-49,1557.0,3779.1958438030038,650.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,8270.0,17275.195927650046,2023.0,Non-DSH,106050932.0,MARK TWAIN ST. JOSEPH'S HOSPITAL
100-149,25438.0,47347.73637953695,5993.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER.
100-149,30097.0,56522.81584387032,705.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,8702.0,16596.699133636652,2089.0,Non-DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
50-99,9418.0,20789.650485776623,1950.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL
50-99,20930.0,36677.141511197406,1835.0,Non-DSH,106470871.0,MERCY HOSPITAL OF MT. SHASTA
50-99,23759.0,45165.660072445615,283.0,DSH,106150830.0,MERCY WESTSIDE HOSPITAL
50-99,19049.0,38809.87465799865,282.0,DSH,106250956.0,MODOC MEDICAL CENTER
1-49,7741.0,20796.633548101905,495.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,2956.0,7817.513670602353,952.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
150-199,45708.0,93117.01329231914,2261.0,DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
100-149,26334.0,49153.30126125363,1506.0,Non-DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
1-49,6418.0,11229.673852997234,1533.0,Non-DSH,106491338.0,PALM DRIVE HOSPITAL
50-99,5274.0,9533.416904618556,1690.0,Non-DSH,106331288.0,PALO VERDE HOSPITAL
50-99,19295.0,32870.10497771804,5540.0,DSH,106130760.0,PIONEERS MEMORIAL HOSPITAL
1-49,1543.0,5378.953296283842,593.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,6353.0,14329.485005134418,1825.0,DSH,106171049.0,REDBUD COMMUNITY HOSPITAL
50-99,6624.0,12755.052159270912,1781.0,Non-DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
50-99,10579.0,19944.972072390898,3021.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,16603.0,22593.346804134915,3232.0,Non-DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,793.0,4041.5624986557523,319.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
50-99,9023.0,18335.693367666452,3027.0,DSH,106100793.0,SELMA COMMUNITY HOSPITAL
1-49,6602.0,18552.99153836919,380.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
100-149,39895.0,51006.78594678976,99.0,Non-DSH,106410828.0,SETON MEDICAL CENTER - COASTSIDE
1-49,5598.0,18083.600148477886,2428.0,Non-DSH,106100797.0,SIERRA KINGS DISTRICT HOSPITAL
100-149,27778.0,50750.237254473075,7081.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
1-49,11758.0,17181.406502324957,57.0,Non-DSH,106461024.0,SIERRA VALLEY DISTRICT HOSPITAL
100-149,36565.0,79477.3800074436,4152.0,Non-DSH,106551034.0,SONORA REGIONAL MEDICAL CENTER
1-49,11861.0,21413.5997893158,167.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,12809.0,24429.752523302708,3735.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
150-199,49618.0,63474.5122183126,11484.0,Non-DSH,106361343.0,ST. MARY REGIONAL MEDICAL CENTER
1-49,8392.0,12102.798006680905,51.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,16997.0,31462.560942510838,2732.0,Non-DSH,106034002.0,SUTTER AMADOR HOSPITAL
50-99,11865.0,25885.03799696333,3093.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
50-99,9277.0,20179.49118497402,2560.0,Non-DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,18418.0,37837.129998496304,2116.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,7163.0,37493.68623833869,107.0,DSH,106150808.0,TEHACHAPI HOSPITAL
50-99,11139.0,22056.587805114497,412.0,DSH,106531059.0,TRINITY GENERAL HOSPITAL
50-99,20948.0,41878.192658073756,1747.0,DSH,106551061.0,TUOLUMNE GENERAL HOSPITAL
50-99,21514.0,29529.28489562176,5088.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
50-99,14054.0,25656.747644831274,4170.0,Non-DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER-HOSPITAL DR
100-149,27569.0,47225.714207739176,7038.0,DSH,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL
50-99,8029.0,15227.843672428404,1268.0,Non-DSH,106540680.0,ALTA HOSPITAL DISTRICT
1-49,3171.0,7049.6247692039715,70.0,Non-DSH,106190045.0,AVALON MUNICIPAL HOSPITAL & CLINIC
50-99,9470.0,14500.195534489698,2810.0,Non-DSH,106361105.0,BARSTOW COMMUNITY HOSPITAL
50-99,11052.0,20891.24036149745,4817.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,6210.0,13892.955182259308,343.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
50-99,10368.0,22820.834737018587,996.0,Non-DSH,106040802.0,BIGGS-GRIDLEY MEMORIAL HOSPITAL
1-49,1677.0,7167.254137092793,357.0,DSH,106240803.0,BLOSS MEMORIAL DISTRICT HOSPITAL
1-49,6771.0,12385.020074420489,238.0,Non-DSH,106200692.0,CHOWCHILLA DISTRICT MEMORIAL HOSPITAL
50-99,17176.0,27431.26257812064,1140.0,Non-DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
50-99,5167.0,8928.634483090382,1151.0,Non-DSH,106060870.0,COLUSA COMMUNITY HOSPITAL
1-49,5707.0,10400.63137544971,1053.0,Non-DSH,106160702.0,CORCORAN DISTRICT HOSPITAL
1-49,8268.0,19934.90002845355,142.0,Non-DSH,106500850.0,DEL PUERTO HOSPITAL
1-49,10039.0,19726.88096316982,142.0,DSH,106240853.0,DOS PALOS MEMORIAL HOSPITAL
1-49,5416.0,13398.641302043436,415.0,Non-DSH,106320859.0,EASTERN PLUMAS DISTRICT HOSPITAL
100-149,31376.0,50652.36689158327,2252.0,Non-DSH,106370705.0,FALLBROOK HOSPITAL DISTRICT
1-49,3715.0,7239.499787916075,966.0,Non-DSH,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL
1-49,5927.0,10860.726219893806,1210.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
50-99,977.0,4687.28631149052,281.0,Non-DSH,106110889.0,GLENN GENERAL HOSPITAL
50-99,15959.0,35552.990955996036,4564.0,Non-DSH,106160725.0,HANFORD COMMUNITY HOSPITAL
100-149,24213.0,41955.450271498485,1942.0,Non-DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,7967.0,13928.856304631145,1939.0,Non-DSH,106490964.0,HEALDSBURG GENERAL HOSPITAL
150-199,40283.0,55839.7667498072,2822.0,Non-DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,8282.0,12063.523736396746,317.0,Non-DSH,106320874.0,INDIAN VALLEY HOSPITAL
50-99,14383.0,17274.948594055226,4674.0,Non-DSH,106334001.0,INLAND VALLEY REGIONAL MEDICAL CENTER
1-49,6613.0,16003.591282121568,413.0,DSH,106220733.0,JOHN C FREMONT HOSPITAL
100-149,26852.0,35968.57151503217,1009.0,Non-DSH,106150737.0,KERN VALLEY HOSPITAL
1-49,5748.0,13680.902214314656,103.0,Non-DSH,106100745.0,KINGSBURG MEDICAL HOSPITAL
50-99,12018.0,22154.997791030466,1488.0,DSH,106180919.0,LASSEN COMMUNITY HOSPITAL
100-149,22075.0,32807.25475765016,2091.0,DSH,106540746.0,LINDSAY HOSPITAL MEDICAL CENTER
150-199,47712.0,88914.97367397085,2406.0,Non-DSH,106420491.0,LOMPOC DISTRICT HOSPITAL
1-49,6528.0,10069.583406741433,1639.0,Non-DSH,106240924.0,LOS BANOS COMMUNITY HOSPITAL
1-49,725.0,1646.8268074181792,366.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,5725.0,10138.285360613858,1559.0,Non-DSH,106050932.0,MARK TWAIN ST. JOSEPH'S HOSPITAL
100-149,26591.0,46555.36970385156,5162.0,Non-DSH,106090933.0,MARSHALL HOSPITAL
50-99,26727.0,39400.43343199882,783.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
50-99,22426.0,29655.90673210623,281.0,Non-DSH,106540755.0,MEMORIAL HOSPITAL AT EXETER
50-99,9119.0,18023.742736958437,2003.0,Non-DSH,106231013.0,MENDOCINO COAST HOSPITAL
50-99,21412.0,33075.5114745812,1568.0,Non-DSH,106470871.0,MERCY HOSPITAL OF MT. SHASTA
50-99,24008.0,36110.504353650234,367.0,DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8164.0,14558.407162632295,761.0,Non-DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
50-99,1166.0,1756.1939642759119,382.0,Non-DSH,106361458.0,NEEDLES-DESERT COMMUNITIES HOSPITAL
1-49,2107.0,2556.918391093106,361.0,Non-DSH,106190559.0,NEWHALL COMMUNITY HOSPITAL
1-49,3857.0,6840.418170249295,1316.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
100-149,42072.0,70526.6960422116,2041.0,Non-DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
100-149,27865.0,42005.633378160564,1615.0,Non-DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
50-99,8009.0,13205.914204232198,1798.0,Non-DSH,106491338.0,PALM DRIVE HOSPITAL
50-99,4880.0,9391.357807825234,1693.0,Non-DSH,106331288.0,PALO VERDE HOSPITAL
50-99,13719.0,22841.207480188394,3904.0,DSH,106130760.0,PIONEERS MEMORIAL HOSPITAL
1-49,1920.0,4400.216352242367,576.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,4944.0,12125.93749069097,1362.0,Non-DSH,106171049.0,REDBUD COMMUNITY HOSPITAL
1-49,6912.0,12331.431424443432,1816.0,Non-DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
50-99,7953.0,13785.478599971693,2130.0,Non-DSH,106150782.0,RIDGECREST COMMUNITY HOSPITAL
50-99,9366.0,13838.60655199796,2575.0,Non-DSH,106331326.0,SAN GORGONIO PASS MEMORIAL HOSPITAL
1-49,4496.0,6157.716703152789,1323.0,Non-DSH,106100791.0,SANGER GENERAL HOSPITAL
1-49,1499.0,4307.229097980187,347.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
50-99,8386.0,18185.72533211968,1966.0,Non-DSH,106100793.0,SELMA DISTRICT HOSPITAL
1-49,7060.0,13110.65779398968,448.0,Non-DSH,106321016.0,SENECA HOSPITAL
100-149,41305.0,47020.17369304947,106.0,Non-DSH,106410828.0,SETON MEDICAL CENTER - COASTSIDE
1-49,2873.0,8229.635080789883,1236.0,Non-DSH,106100797.0,SIERRA KINGS HOSPITAL
100-149,24063.0,36401.41182011845,5690.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
1-49,11605.0,16446.22684576552,89.0,DSH,106461024.0,SIERRA VALLEY DISTRICT HOSPITAL
50-99,4800.0,11271.950515770972,1411.0,Non-DSH,106471031.0,SISKIYOU GENERAL HOSPITAL
100-149,32546.0,60833.68171589519,3520.0,Non-DSH,106551034.0,SONORA COMMUNITY HOSPITAL
1-49,4259.0,7737.942057964431,585.0,Non-DSH,106121031.0,SOUTHERN HUMBOLDT COMMUNITY HOSPITAL
1-49,12234.0,20076.26432459335,132.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,7793.0,13661.294779062579,2009.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
100-149,25317.0,34696.5627423882,7003.0,Non-DSH,106361343.0,ST. MARY REGIONAL MEDICAL CENTER
1-49,6639.0,8877.208639328912,88.0,DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,20343.0,31693.752578620486,2644.0,Non-DSH,106030786.0,SUTTER AMADOR HOSPITAL
1-49,11474.0,21202.329432808965,2600.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
50-99,12562.0,23321.767880565276,2617.0,Non-DSH,106171395.0,SUTTER-LAKESIDE COMMUNITY HOSPITAL
50-99,17470.0,33372.63562687364,1790.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,6214.0,21349.402301356542,221.0,DSH,106150808.0,TEHACHAPI HOSPITAL
50-99,13542.0,19610.372755168726,831.0,DSH,106531059.0,TRINITY GENERAL HOSPITAL
50-99,19702.0,35039.919780971046,1631.0,DSH,106551061.0,TUOLUMNE GENERAL HOSPITAL
50-99,18693.0,25624.20370119679,4217.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
100-149,19264.0,31955.104019896047,4134.0,Non-DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER-HOSPITAL DR
100-149,27761.0,40910.13650685847,5298.0,Non-DSH,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL
50-99,23041.0,34945.677918415146,323.0,DSH,106150830.0,WEST SIDE DIST HOSP & NURSING HOME
1-49,5741.0,24045.2517103711,1382.0,DSH,106171049.0,ADVENTIST HEALTH CLEARLAKE
